"SampleID","OrgN.NAHON.richness","OrgN.NALON.richness","OrgN.NHHONF.richness","OrgN.NHHONForNHHONO.richness","OrgN.NHHONO.richness","OxyReq.DO_100.richness","OxyReq.DO_100orDO_75.richness","OxyReq.DO_75.richness","OxyReq.DO_50.richness","OxyRed.DO_30.richness","OxyReq.DO_30andDO_10.richness","OxyReq.DO_10.richness","Salinity.B.richness","Salinity.BF.richness","Salinity.F.richness","Salinity.FB.richness","Saprobic.AM.richness","Saprobic.AMorAMPS.richness","Saprobic.AMPS.richness","Saprobic.BM.richness","Saprobic.OS.richness","Saprobic.OSandPS.richness","Saprobic.PS.richness","Trophic.E.richness","Trophic.EorI.richness","Trophic.I.richness","Trophic.M.richness","Trophic.ME.richness","Trophic.O.richness","Trophic.OorOMorPH.richness","Trophic.OM.richness","Trophic.PH.richness","prop.spp.OrgN.NAHON","prop.spp.OrgN.NALON","prop.spp.OrgN.NHHONF","prop.spp.OrgN.NHHONForNHHONO","prop.spp.OrgN.NHHONO","prop.spp.OxyReq.DO_100","prop.spp.OxyReq.DO_100orDO_75","prop.spp.OxyReq.DO_75","prop.spp.OxyReq.DO_50","prop.spp.OxyReq.DO_atleast50","prop.spp.OxyRed.DO_30","prop.spp.OxyReq.DO_30orDO_10","prop.spp.OxyReq.DO_10","prop.spp.Salinity.B","prop.spp.Salinity.BF","prop.spp.Salinity.F","prop.spp.Salinity.FB","prop.spp.Saprobic.AM","prop.spp.Saprobic.AMorAMPS","prop.spp.Saprobic.AMPS","prop.spp.Saprobic.BM","prop.spp.Saprobic.OS","prop.spp.Saprobic.OSorPS","prop.spp.Saprobic.PS","prop.spp.Trophic.E","prop.spp.Trophic.EorI","prop.spp.Trophic.I","prop.spp.Trophic.M","prop.spp.Trophic.ME","prop.spp.Trophic.O","prop.spp.Trophic.OorOMorPH","prop.spp.Trophic.OM","prop.spp.Trophic.PH","Achnanthes.richness","Amphora.richness","Cocconeis.richness","Cyclotella.richness","Cymbella.richness","Epithemia.richness","Eunotia.richness","Fragilaria.richness","Frustulia.richness","Gomphonema.richness","Navicula.richness","Nitzschia.richness","Rhoicosphenia.richness","Rhopalodia.richness","Surirella.richness","Synedra.richness","EpiRho.richness","prop.Achnanthes","prop.Amphora","prop.Cocconeis","prop.Cyclotella","prop.Cymbella","prop.Epithemia","prop.Eunotia","prop.Fragilaria","prop.Frustulia","prop.Gomphonema","prop.Navicula","prop.Nitzschia","prop.Rhoicosphenia","prop.Rhopalodia","prop.Surirella","prop.Synedra","prop.AchOverAchPlusNav","prop.CymOverCymPlusNav","prop.EpiOverEpiPlusRho","cnt.spp.HighMotility","cnt.spp.ModMotility","cnt.spp.MinMotility","cnt.spp.NonMotile","prop.spp.HighMotility","prop.spp.ModMotility","prop.spp.MinMotility","prop.spp.NonMotile","prop.NNS","prop.ind.least.tol","prop.ind.most.tol","prop.spp.least.tol","prop.spp.most.tol","cnt.spp.BCG1","prop.spp.BCG1","cnt.spp.BCG2","prop.spp.BCG2","cnt.spp.BCG3","prop.spp.BCG3","cnt.spp.BCG4","prop.spp.BCG4","cnt.spp.BCG5","prop.spp.BCG5","cnt.spp.BCG6","prop.spp.BCG6","cnt.spp.BCG12","prop.spp.BCG12","cnt.spp.BCG45","prop.spp.BCG45","cnt.spp.IndicatorClass_TP_high","prop.spp.IndicatorClass_TP_high","cnt.spp.IndicatorClass_TP_low","prop.spp.IndicatorClass_TP_low","cnt.spp.IndicatorClass_Cu_high","prop.spp.IndicatorClass_Cu_high","cnt.spp.IndicatorClass_DOC_high","prop.spp.IndicatorClass_DOC_high","cnt.spp.IndicatorClass_Ref","prop.spp.IndicatorClass_Ref","cnt.spp.IndicatorClass_TN_high","prop.spp.IndicatorClass_TN_high","cnt.spp.Heterocy","prop.spp.Heterocy","cnt.spp.NHeterotroph","prop.spp.NHeterotroph","cnt.spp.Halo","prop.spp.Halo","cnt.spp.ZHR","prop.spp.ZHR","cnt.spp.CRUS","prop.spp.CRUS","cnt.spp.Green","prop.spp.Green","shannon","simpson","richness"
"000CAT148_8/10/10_1",12,2,2,3,1,6,11,5,6,1,1,0,0,2,4,14,4,5,1,13,1,1,0,8,13,5,2,1,3,3,0,0,0.444444444444444,0.0740740740740741,0.0740740740740741,0.111111111111111,0.037037037037037,0.222222222222222,0.407407407407407,0.185185185185185,0.222222222222222,0.222222222222222,0.037037037037037,0.037037037037037,0,0,0.0740740740740741,0.148148148148148,0.518518518518518,0.148148148148148,0.185185185185185,0.037037037037037,0.481481481481481,0.037037037037037,0.037037037037037,0,0.296296296296296,0.481481481481481,0.185185185185185,0.0740740740740741,0.037037037037037,0.111111111111111,0.111111111111111,0,0,0,2,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0.0740740740740741,0.037037037037037,0,0,0,0,0,0,0.037037037037037,0.148148148148148,0.148148148148148,0.037037037037037,0,0,0,0,0,NA,4,11,0,10,0.148148148148148,0.407407407407407,0,0.37037037037037,0.296296296296296,0.111111111111111,0.037037037037037,0.111111111111111,0.037037037037037,0,0,3,0.111111111111111,12,0.444444444444444,9,0.333333333333333,1,0.037037037037037,0,0,3,0.111111111111111,10,0.37037037037037,1,0.037037037037037,0,0,0,0,1,0.037037037037037,0,0,0,0,0,0,3,0.111111111111111,2,0.0740740740740741,1,0.037037037037037,0,0,0,0,3.29583686600433,0.962962962962963,27
"000CAT228_8/10/10_1",11,3,3,4,1,6,11,5,6,2,2,0,0,2,2,17,4,6,2,11,2,2,0,9,13,4,1,3,2,2,0,0,0.392857142857143,0.107142857142857,0.107142857142857,0.142857142857143,0.0357142857142857,0.214285714285714,0.392857142857143,0.178571428571429,0.214285714285714,0.214285714285714,0.0714285714285714,0.0714285714285714,0,0,0.0714285714285714,0.0714285714285714,0.607142857142857,0.142857142857143,0.214285714285714,0.0714285714285714,0.392857142857143,0.0714285714285714,0.0714285714285714,0,0.321428571428571,0.464285714285714,0.142857142857143,0.0357142857142857,0.107142857142857,0.0714285714285714,0.0714285714285714,0,0,0,1,1,0,0,0,1,0,0,2,3,3,1,0,0,0,0,0,0.0357142857142857,0.0357142857142857,0,0,0,0.0357142857142857,0,0,0.0714285714285714,0.107142857142857,0.107142857142857,0.0357142857142857,0,0,0,0,0,NA,3,10,0,12,0.107142857142857,0.357142857142857,0,0.428571428571429,0.214285714285714,0.142857142857143,0.0714285714285714,0.142857142857143,0.0714285714285714,0,0,3,0.107142857142857,13,0.464285714285714,9,0.321428571428571,0,0,0,0,3,0.107142857142857,9,0.321428571428571,1,0.0357142857142857,0,0,0,0,1,0.0357142857142857,0,0,0,0,0,0,4,0.142857142857143,2,0.0714285714285714,1,0.0357142857142857,0,0,0,0,3.3322045101752,0.964285714285714,28
"102PS0139_8/9/10_1",8,0,1,1,0,2,6,4,3,0,0,0,0,1,0,10,2,2,0,8,0,0,0,5,7,2,1,2,0,0,0,0,0.363636363636364,0,0.0454545454545455,0.0454545454545455,0,0.0909090909090909,0.272727272727273,0.181818181818182,0.136363636363636,0.136363636363636,0,0,0,0,0.0454545454545455,0,0.454545454545455,0.0909090909090909,0.0909090909090909,0,0.363636363636364,0,0,0,0.227272727272727,0.318181818181818,0.0909090909090909,0.0454545454545455,0.0909090909090909,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0.0454545454545455,0.0454545454545455,0,0,0,0,0,0,0.0454545454545455,0.0454545454545455,0.136363636363636,0.0909090909090909,0,0,0,0,0,NA,3,4,0,7,0.136363636363636,0.181818181818182,0,0.318181818181818,0.181818181818182,0.272727272727273,0.0909090909090909,0.272727272727273,0.0909090909090909,0,0,4,0.181818181818182,8,0.363636363636364,5,0.227272727272727,0,0,0,0,4,0.181818181818182,5,0.227272727272727,1,0.0454545454545455,0,0,0,0,1,0.0454545454545455,0,0,0,0,0,0,1,0.0454545454545455,1,0.0454545454545455,0,0,0,0,1,0.0454545454545455,NA,NA,NA
"102PS0177_8/28/12_1",4,3,0,0,0,4,6,2,1,0,0,0,0,0,1,9,1,1,0,7,2,2,0,3,5,2,1,3,1,1,0,0,0.235294117647059,0.176470588235294,0,0,0,0.235294117647059,0.352941176470588,0.117647058823529,0.0588235294117647,0.117647058823529,0,0,0,0,0,0.0588235294117647,0.529411764705882,0.0588235294117647,0.0588235294117647,0,0.411764705882353,0.117647058823529,0.117647058823529,0,0.176470588235294,0.294117647058824,0.117647058823529,0.0588235294117647,0.176470588235294,0.0588235294117647,0.0588235294117647,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0.0588235294117647,0,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0,0,0,0.0588235294117647,0,0,1,0,4,0,8,0,0.235294117647059,0,0.470588235294118,0.0588235294117647,0.117647058823529,0.0588235294117647,0.117647058823529,0.0588235294117647,0,0,4,0.235294117647059,6,0.352941176470588,6,0.352941176470588,0,0,0,0,4,0.235294117647059,6,0.352941176470588,1,0.0588235294117647,0,0,0,0,1,0.0588235294117647,0,0,0,0,1,0.0588235294117647,0,0,0,0,1,0.0588235294117647,0,0,0,0,NA,NA,NA
"102PS0177_8/28/12_2",6,3,0,0,0,3,6,3,3,0,0,0,0,0,1,10,2,3,1,6,2,2,0,4,8,4,0,2,1,1,0,0,0.272727272727273,0.136363636363636,0,0,0,0.136363636363636,0.272727272727273,0.136363636363636,0.136363636363636,0.0454545454545455,0,0,0,0,0,0.0454545454545455,0.454545454545455,0.0909090909090909,0.136363636363636,0.0454545454545455,0.272727272727273,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0.363636363636364,0.181818181818182,0,0.0909090909090909,0.0454545454545455,0.0454545454545455,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,0.0454545454545455,0,0,0.0454545454545455,0,0,0,0.0454545454545455,0.0454545454545455,0,0,0,0,0.136363636363636,0,0,1,0,4,0,9,0,0.181818181818182,0,0.409090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,6,0.272727272727273,6,0.272727272727273,6,0.272727272727273,0,0,0,0,7,0.318181818181818,6,0.272727272727273,1,0.0454545454545455,0,0,0,0,1,0.0454545454545455,1,0.0454545454545455,0,0,2,0.0909090909090909,0,0,0,0,4,0.181818181818182,0,0,3,0.136363636363636,3.09104245335832,0.954545454545455,22
"103CDCHHR_9/14/10_1",9,4,3,3,0,7,9,2,3,3,4,1,0,4,3,11,3,6,3,7,4,4,0,9,12,3,1,0,4,5,1,0,0.391304347826087,0.173913043478261,0.130434782608696,0.130434782608696,0,0.304347826086957,0.391304347826087,0.0869565217391304,0.130434782608696,0.173913043478261,0.130434782608696,0.173913043478261,0.0434782608695652,0,0.173913043478261,0.130434782608696,0.478260869565217,0.130434782608696,0.260869565217391,0.130434782608696,0.304347826086957,0.173913043478261,0.173913043478261,0,0.391304347826087,0.521739130434783,0.130434782608696,0.0434782608695652,0,0.173913043478261,0.217391304347826,0.0434782608695652,0,0,1,1,1,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0,0,0,0,0.0434782608695652,0.0434782608695652,0.130434782608696,0.0869565217391304,0.0434782608695652,0,0,0,0,0,NA,2,6,0,12,0.0869565217391304,0.260869565217391,0,0.521739130434783,0.217391304347826,0.130434782608696,0.173913043478261,0.130434782608696,0.173913043478261,0,0,5,0.217391304347826,8,0.347826086956522,6,0.260869565217391,2,0.0869565217391304,0,0,5,0.217391304347826,8,0.347826086956522,1,0.0434782608695652,0,0,0,0,2,0.0869565217391304,0,0,0,0,0,0,3,0.130434782608696,4,0.173913043478261,0,0,0,0,0,0,3.13549421592915,0.956521739130435,23
"103CDCHHR_9/14/10_2",10,3,3,4,1,4,8,4,6,3,3,0,0,5,2,11,4,7,3,9,2,2,0,11,15,4,0,1,1,2,1,0,0.37037037037037,0.111111111111111,0.111111111111111,0.148148148148148,0.037037037037037,0.148148148148148,0.296296296296296,0.148148148148148,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0.185185185185185,0.0740740740740741,0.407407407407407,0.148148148148148,0.259259259259259,0.111111111111111,0.333333333333333,0.0740740740740741,0.0740740740740741,0,0.407407407407407,0.555555555555556,0.148148148148148,0,0.037037037037037,0.037037037037037,0.0740740740740741,0.037037037037037,0,0,0,2,0,0,1,0,0,0,2,2,4,1,0,0,1,1,0,0,0.0740740740740741,0,0,0.037037037037037,0,0,0,0.0740740740740741,0.0740740740740741,0.148148148148148,0.037037037037037,0,0,0.037037037037037,0,0,1,4,7,0,13,0.148148148148148,0.259259259259259,0,0.481481481481481,0.222222222222222,0.148148148148148,0.111111111111111,0.148148148148148,0.111111111111111,0,0,5,0.185185185185185,7,0.259259259259259,10,0.37037037037037,1,0.037037037037037,0,0,5,0.185185185185185,11,0.407407407407407,1,0.037037037037037,0,0,0,0,2,0.0740740740740741,0,0,0,0,0,0,4,0.148148148148148,5,0.185185185185185,0,0,0,0,0,0,3.29583686600433,0.962962962962963,27
"103FC1106_7/15/14_1",8,0,1,2,1,2,4,2,6,0,0,0,0,2,0,11,3,3,0,9,0,0,0,7,10,3,1,1,0,0,0,0,0.296296296296296,0,0.037037037037037,0.0740740740740741,0.037037037037037,0.0740740740740741,0.148148148148148,0.0740740740740741,0.222222222222222,0.111111111111111,0,0,0,0,0.0740740740740741,0,0.407407407407407,0.111111111111111,0.111111111111111,0,0.333333333333333,0,0,0,0.259259259259259,0.37037037037037,0.111111111111111,0.037037037037037,0.037037037037037,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0.0740740740740741,0.0740740740740741,0.111111111111111,0.037037037037037,0,0,0,0,0,NA,3,4,0,11,0.111111111111111,0.148148148148148,0,0.407407407407407,0.185185185185185,0.222222222222222,0.0740740740740741,0.222222222222222,0.0740740740740741,0,0,6,0.222222222222222,8,0.296296296296296,8,0.296296296296296,0,0,0,0,6,0.222222222222222,8,0.296296296296296,1,0.037037037037037,0,0,0,0,1,0.037037037037037,0,0,0,0,0,0,2,0.0740740740740741,2,0.0740740740740741,0,0,0,0,1,0.037037037037037,NA,NA,NA
"103FCA168_7/24/13_1",11,2,1,2,1,3,8,5,6,1,1,0,0,3,1,13,3,3,0,11,1,1,0,9,10,1,3,3,1,1,0,0,0.392857142857143,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857,0.107142857142857,0.285714285714286,0.178571428571429,0.214285714285714,0.142857142857143,0.0357142857142857,0.0357142857142857,0,0,0.107142857142857,0.0357142857142857,0.464285714285714,0.107142857142857,0.107142857142857,0,0.392857142857143,0.0357142857142857,0.0357142857142857,0,0.321428571428571,0.357142857142857,0.0357142857142857,0.107142857142857,0.107142857142857,0.0357142857142857,0.0357142857142857,0,0,1,1,3,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0.0357142857142857,0.0357142857142857,0.107142857142857,0,0,0,0,0,0,0.0357142857142857,0.0714285714285714,0.142857142857143,0.0357142857142857,0,0,0,0.333333333333333,0,NA,4,5,0,13,0.142857142857143,0.178571428571429,0,0.464285714285714,0.214285714285714,0.178571428571429,0.107142857142857,0.178571428571429,0.107142857142857,0,0,7,0.25,5,0.178571428571429,11,0.392857142857143,1,0.0357142857142857,0,0,7,0.25,12,0.428571428571429,1,0.0357142857142857,0,0,0,0,1,0.0357142857142857,0,0,0,0,0,0,2,0.0714285714285714,3,0.107142857142857,0,0,0,0,0,0,3.3322045101752,0.964285714285714,28
"103KLCMSR_9/14/10_1",5,2,1,2,1,1,4,3,4,1,1,0,0,1,0,10,1,3,2,7,0,0,0,7,9,2,0,1,1,1,0,0,0.3125,0.125,0.0625,0.125,0.0625,0.0625,0.25,0.1875,0.25,0.25,0.0625,0.0625,0,0,0.0625,0,0.625,0.0625,0.1875,0.125,0.4375,0,0,0,0.4375,0.5625,0.125,0,0.0625,0.0625,0.0625,0,0,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0,1,2,0,0.0625,0.0625,0,0,0.125,0,0,0,0.125,0,0.0625,0.0625,0,0,0.0625,NA,NA,1,1,4,0,6,0.0625,0.25,0,0.375,0.0625,0.1875,0,0.1875,0,0,0,4,0.25,6,0.375,5,0.3125,0,0,0,0,4,0.25,5,0.3125,1,0.0625,0,0,0,0,1,0.0625,0,0,0,0,0,0,2,0.125,1,0.0625,1,0.0625,0,0,0,0,NA,NA,NA
